province,district,palika,sex,breakdown,sector,value
LUMBINI,Banke,Duduwa Gaunpalika,,Disable/sickness,45 - 49,12.0
LUMBINI,Banke,Duduwa Gaunpalika,,Penson / income,Total No. of children born alive in last 12 months,2.0
LUMBINI,Banke,Duduwa Gaunpalika,,Penson / income,15 - 19,0.0
LUMBINI,Banke,Duduwa Gaunpalika,,Penson / income,20 - 24,2.0
LUMBINI,Banke,Duduwa Gaunpalika,,Penson / income,25 - 29,0.0
LUMBINI,Banke,Duduwa Gaunpalika,,Penson / income,30 - 34,0.0
LUMBINI,Banke,Duduwa Gaunpalika,,Penson / income,35 - 39,0.0
LUMBINI,Banke,Duduwa Gaunpalika,,Penson / income,40 - 44,0.0
LUMBINI,Banke,Duduwa Gaunpalika,,Penson / income,45 - 49,0.0
LUMBINI,Banke,Duduwa Gaunpalika,,Social work/volunteer,Total No. of children born alive in last 12 months,27.0
LUMBINI,Banke,Duduwa Gaunpalika,,Social work/volunteer,15 - 19,0.0
LUMBINI,Banke,Duduwa Gaunpalika,,Social work/volunteer,20 - 24,1.0
LUMBINI,Banke,Duduwa Gaunpalika,,Social work/volunteer,25 - 29,0.0
LUMBINI,Banke,Duduwa Gaunpalika,,Social work/volunteer,30 - 34,3.0
LUMBINI,Banke,Duduwa Gaunpalika,,Social work/volunteer,35 - 39,5.0
LUMBINI,Banke,Duduwa Gaunpalika,,Social work/volunteer,40 - 44,9.0
LUMBINI,Banke,Duduwa Gaunpalika,,Social work/volunteer,45 - 49,9.0
LUMBINI,Banke,Duduwa Gaunpalika,,Other,Total No. of children born alive in last 12 months,3051.0
LUMBINI,Banke,Duduwa Gaunpalika,,Other,15 - 19,27.0
LUMBINI,Banke,Duduwa Gaunpalika,,Other,20 - 24,316.0
LUMBINI,Banke,Duduwa Gaunpalika,,Other,25 - 29,558.0
LUMBINI,Banke,Duduwa Gaunpalika,,Other,30 - 34,597.0
LUMBINI,Banke,Duduwa Gaunpalika,,Other,35 - 39,641.0
LUMBINI,Banke,Duduwa Gaunpalika,,Other,40 - 44,519.0
LUMBINI,Banke,Duduwa Gaunpalika,,Other,45 - 49,393.0
LUMBINI,Banke,Duduwa Gaunpalika,,Not Stated,Total No. of children born alive in last 12 months,104.0
LUMBINI,Banke,Duduwa Gaunpalika,,Not Stated,15 - 19,1.0
LUMBINI,Banke,Duduwa Gaunpalika,,Not Stated,20 - 24,11.0
LUMBINI,Banke,Duduwa Gaunpalika,,Not Stated,25 - 29,8.0
LUMBINI,Banke,Duduwa Gaunpalika,,Not Stated,30 - 34,21.0
LUMBINI,Banke,Duduwa Gaunpalika,,Not Stated,35 - 39,23.0
LUMBINI,Banke,Duduwa Gaunpalika,,Not Stated,40 - 44,28.0
LUMBINI,Banke,Duduwa Gaunpalika,,Not Stated,45 - 49,12.0
LUMBINI,Banke,Narainapur Gaunpalika,,Total,Total No. of children born alive in last 12 months,14249.0
LUMBINI,Banke,Narainapur Gaunpalika,,Total,15 - 19,64.0
LUMBINI,Banke,Narainapur Gaunpalika,,Total,20 - 24,1030.0
LUMBINI,Banke,Narainapur Gaunpalika,,Total,25 - 29,2278.0
LUMBINI,Banke,Narainapur Gaunpalika,,Total,30 - 34,3325.0
LUMBINI,Banke,Narainapur Gaunpalika,,Total,35 - 39,3035.0
LUMBINI,Banke,Narainapur Gaunpalika,,Total,40 - 44,2709.0
LUMBINI,Banke,Narainapur Gaunpalika,,Total,45 - 49,1808.0
LUMBINI,Banke,Narainapur Gaunpalika,,Student,Total No. of children born alive in last 12 months,39.0
LUMBINI,Banke,Narainapur Gaunpalika,,Student,15 - 19,1.0
LUMBINI,Banke,Narainapur Gaunpalika,,Student,20 - 24,19.0
LUMBINI,Banke,Narainapur Gaunpalika,,Student,25 - 29,11.0
LUMBINI,Banke,Narainapur Gaunpalika,,Student,30 - 34,4.0
LUMBINI,Banke,Narainapur Gaunpalika,,Student,35 - 39,4.0
LUMBINI,Banke,Narainapur Gaunpalika,,Student,40 - 44,0.0
LUMBINI,Banke,Narainapur Gaunpalika,,Student,45 - 49,0.0
LUMBINI,Banke,Narainapur Gaunpalika,,Household chores,Total No. of children born alive in last 12 months,9505.0
LUMBINI,Banke,Narainapur Gaunpalika,,Household chores,15 - 19,32.0
LUMBINI,Banke,Narainapur Gaunpalika,,Household chores,20 - 24,646.0
LUMBINI,Banke,Narainapur Gaunpalika,,Household chores,25 - 29,1461.0
LUMBINI,Banke,Narainapur Gaunpalika,,Household chores,30 - 34,2304.0
LUMBINI,Banke,Narainapur Gaunpalika,,Household chores,35 - 39,2013.0
LUMBINI,Banke,Narainapur Gaunpalika,,Household chores,40 - 44,1835.0
LUMBINI,Banke,Narainapur Gaunpalika,,Household chores,45 - 49,1214.0
LUMBINI,Banke,Narainapur Gaunpalika,,Family care,Total No. of children born alive in last 12 months,2058.0
LUMBINI,Banke,Narainapur Gaunpalika,,Family care,15 - 19,8.0
LUMBINI,Banke,Narainapur Gaunpalika,,Family care,20 - 24,122.0
LUMBINI,Banke,Narainapur Gaunpalika,,Family care,25 - 29,317.0
LUMBINI,Banke,Narainapur Gaunpalika,,Family care,30 - 34,446.0
LUMBINI,Banke,Narainapur Gaunpalika,,Family care,35 - 39,498.0
LUMBINI,Banke,Narainapur Gaunpalika,,Family care,40 - 44,382.0
LUMBINI,Banke,Narainapur Gaunpalika,,Family care,45 - 49,285.0
LUMBINI,Banke,Narainapur Gaunpalika,,Disable/sickness,Total No. of children born alive in last 12 months,102.0
LUMBINI,Banke,Narainapur Gaunpalika,,Disable/sickness,15 - 19,0.0
LUMBINI,Banke,Narainapur Gaunpalika,,Disable/sickness,20 - 24,5.0
LUMBINI,Banke,Narainapur Gaunpalika,,Disable/sickness,25 - 29,3.0
LUMBINI,Banke,Narainapur Gaunpalika,,Disable/sickness,30 - 34,16.0
LUMBINI,Banke,Narainapur Gaunpalika,,Disable/sickness,35 - 39,22.0
LUMBINI,Banke,Narainapur Gaunpalika,,Disable/sickness,40 - 44,32.0
LUMBINI,Banke,Narainapur Gaunpalika,,Disable/sickness,45 - 49,24.0
LUMBINI,Banke,Narainapur Gaunpalika,,Penson / income,Total No. of children born alive in last 12 months,26.0
LUMBINI,Banke,Narainapur Gaunpalika,,Penson / income,15 - 19,4.0
LUMBINI,Banke,Narainapur Gaunpalika,,Penson / income,20 - 24,2.0
LUMBINI,Banke,Narainapur Gaunpalika,,Penson / income,25 - 29,5.0
LUMBINI,Banke,Narainapur Gaunpalika,,Penson / income,30 - 34,11.0
LUMBINI,Banke,Narainapur Gaunpalika,,Penson / income,35 - 39,1.0
LUMBINI,Banke,Narainapur Gaunpalika,,Penson / income,40 - 44,0.0
LUMBINI,Banke,Narainapur Gaunpalika,,Penson / income,45 - 49,3.0
LUMBINI,Banke,Narainapur Gaunpalika,,Social work/volunteer,Total No. of children born alive in last 12 months,0.0
LUMBINI,Banke,Narainapur Gaunpalika,,Social work/volunteer,15 - 19,0.0
LUMBINI,Banke,Narainapur Gaunpalika,,Social work/volunteer,20 - 24,0.0
LUMBINI,Banke,Narainapur Gaunpalika,,Social work/volunteer,25 - 29,0.0
LUMBINI,Banke,Narainapur Gaunpalika,,Social work/volunteer,30 - 34,0.0
LUMBINI,Banke,Narainapur Gaunpalika,,Social work/volunteer,35 - 39,0.0
LUMBINI,Banke,Narainapur Gaunpalika,,Social work/volunteer,40 - 44,0.0
LUMBINI,Banke,Narainapur Gaunpalika,,Social work/volunteer,45 - 49,0.0
LUMBINI,Banke,Narainapur Gaunpalika,,Other,Total No. of children born alive in last 12 months,2494.0
LUMBINI,Banke,Narainapur Gaunpalika,,Other,15 - 19,19.0
LUMBINI,Banke,Narainapur Gaunpalika,,Other,20 - 24,236.0
LUMBINI,Banke,Narainapur Gaunpalika,,Other,25 - 29,479.0
LUMBINI,Banke,Narainapur Gaunpalika,,Other,30 - 34,540.0
LUMBINI,Banke,Narainapur Gaunpalika,,Other,35 - 39,489.0
LUMBINI,Banke,Narainapur Gaunpalika,,Other,40 - 44,456.0
LUMBINI,Banke,Narainapur Gaunpalika,,Other,45 - 49,275.0
LUMBINI,Banke,Narainapur Gaunpalika,,Not Stated,Total No. of children born alive in last 12 months,25.0
LUMBINI,Banke,Narainapur Gaunpalika,,Not Stated,15 - 19,0.0
LUMBINI,Banke,Narainapur Gaunpalika,,Not Stated,20 - 24,0.0
LUMBINI,Banke,Narainapur Gaunpalika,,Not Stated,25 - 29,2.0
LUMBINI,Banke,Narainapur Gaunpalika,,Not Stated,30 - 34,4.0
LUMBINI,Banke,Narainapur Gaunpalika,,Not Stated,35 - 39,8.0
LUMBINI,Banke,Narainapur Gaunpalika,,Not Stated,40 - 44,4.0
LUMBINI,Banke,Narainapur Gaunpalika,,Not Stated,45 - 49,7.0
LUMBINI,Banke,INSTITUTIONAL,,Total,Total No. of children born alive in last 12 months,6.0
LUMBINI,Banke,INSTITUTIONAL,,Total,15 - 19,0.0
LUMBINI,Banke,INSTITUTIONAL,,Total,20 - 24,1.0
LUMBINI,Banke,INSTITUTIONAL,,Total,25 - 29,0.0
LUMBINI,Banke,INSTITUTIONAL,,Total,30 - 34,0.0
LUMBINI,Banke,INSTITUTIONAL,,Total,35 - 39,0.0
LUMBINI,Banke,INSTITUTIONAL,,Total,40 - 44,0.0
LUMBINI,Banke,INSTITUTIONAL,,Total,45 - 49,5.0
LUMBINI,Banke,INSTITUTIONAL,,Student,Total No. of children born alive in last 12 months,0.0
LUMBINI,Banke,INSTITUTIONAL,,Student,15 - 19,0.0
LUMBINI,Banke,INSTITUTIONAL,,Student,20 - 24,0.0
LUMBINI,Banke,INSTITUTIONAL,,Student,25 - 29,0.0
LUMBINI,Banke,INSTITUTIONAL,,Student,30 - 34,0.0
LUMBINI,Banke,INSTITUTIONAL,,Student,35 - 39,0.0
LUMBINI,Banke,INSTITUTIONAL,,Student,40 - 44,0.0
LUMBINI,Banke,INSTITUTIONAL,,Student,45 - 49,0.0
LUMBINI,Banke,INSTITUTIONAL,,Household chores,Total No. of children born alive in last 12 months,0.0
LUMBINI,Banke,INSTITUTIONAL,,Household chores,15 - 19,0.0
LUMBINI,Banke,INSTITUTIONAL,,Household chores,20 - 24,0.0
LUMBINI,Banke,INSTITUTIONAL,,Household chores,25 - 29,0.0
LUMBINI,Banke,INSTITUTIONAL,,Household chores,30 - 34,0.0
LUMBINI,Banke,INSTITUTIONAL,,Household chores,35 - 39,0.0
LUMBINI,Banke,INSTITUTIONAL,,Household chores,40 - 44,0.0
LUMBINI,Banke,INSTITUTIONAL,,Household chores,45 - 49,0.0
LUMBINI,Banke,INSTITUTIONAL,,Family care,Total No. of children born alive in last 12 months,6.0
LUMBINI,Banke,INSTITUTIONAL,,Family care,15 - 19,0.0
LUMBINI,Banke,INSTITUTIONAL,,Family care,20 - 24,1.0
LUMBINI,Banke,INSTITUTIONAL,,Family care,25 - 29,0.0
LUMBINI,Banke,INSTITUTIONAL,,Family care,30 - 34,0.0
LUMBINI,Banke,INSTITUTIONAL,,Family care,35 - 39,0.0
LUMBINI,Banke,INSTITUTIONAL,,Family care,40 - 44,0.0
LUMBINI,Banke,INSTITUTIONAL,,Family care,45 - 49,5.0
LUMBINI,Banke,INSTITUTIONAL,,Disable/sickness,Total No. of children born alive in last 12 months,0.0
LUMBINI,Banke,INSTITUTIONAL,,Disable/sickness,15 - 19,0.0
LUMBINI,Banke,INSTITUTIONAL,,Disable/sickness,20 - 24,0.0
LUMBINI,Banke,INSTITUTIONAL,,Disable/sickness,25 - 29,0.0
LUMBINI,Banke,INSTITUTIONAL,,Disable/sickness,30 - 34,0.0
LUMBINI,Banke,INSTITUTIONAL,,Disable/sickness,35 - 39,0.0
LUMBINI,Banke,INSTITUTIONAL,,Disable/sickness,40 - 44,0.0
LUMBINI,Banke,INSTITUTIONAL,,Disable/sickness,45 - 49,0.0
LUMBINI,Banke,INSTITUTIONAL,,Penson / income,Total No. of children born alive in last 12 months,0.0
LUMBINI,Banke,INSTITUTIONAL,,Penson / income,15 - 19,0.0
LUMBINI,Banke,INSTITUTIONAL,,Penson / income,20 - 24,0.0
LUMBINI,Banke,INSTITUTIONAL,,Penson / income,25 - 29,0.0
LUMBINI,Banke,INSTITUTIONAL,,Penson / income,30 - 34,0.0
LUMBINI,Banke,INSTITUTIONAL,,Penson / income,35 - 39,0.0
LUMBINI,Banke,INSTITUTIONAL,,Penson / income,40 - 44,0.0
LUMBINI,Banke,INSTITUTIONAL,,Penson / income,45 - 49,0.0
LUMBINI,Banke,INSTITUTIONAL,,Social work/volunteer,Total No. of children born alive in last 12 months,0.0
LUMBINI,Banke,INSTITUTIONAL,,Social work/volunteer,15 - 19,0.0
LUMBINI,Banke,INSTITUTIONAL,,Social work/volunteer,20 - 24,0.0
LUMBINI,Banke,INSTITUTIONAL,,Social work/volunteer,25 - 29,0.0
LUMBINI,Banke,INSTITUTIONAL,,Social work/volunteer,30 - 34,0.0
LUMBINI,Banke,INSTITUTIONAL,,Social work/volunteer,35 - 39,0.0
LUMBINI,Banke,INSTITUTIONAL,,Social work/volunteer,40 - 44,0.0
LUMBINI,Banke,INSTITUTIONAL,,Social work/volunteer,45 - 49,0.0
LUMBINI,Banke,INSTITUTIONAL,,Other,Total No. of children born alive in last 12 months,0.0
LUMBINI,Banke,INSTITUTIONAL,,Other,15 - 19,0.0
LUMBINI,Banke,INSTITUTIONAL,,Other,20 - 24,0.0
LUMBINI,Banke,INSTITUTIONAL,,Other,25 - 29,0.0
LUMBINI,Banke,INSTITUTIONAL,,Other,30 - 34,0.0
LUMBINI,Banke,INSTITUTIONAL,,Other,35 - 39,0.0
LUMBINI,Banke,INSTITUTIONAL,,Other,40 - 44,0.0
LUMBINI,Banke,INSTITUTIONAL,,Other,45 - 49,0.0
LUMBINI,Banke,INSTITUTIONAL,,Not Stated,Total No. of children born alive in last 12 months,0.0
LUMBINI,Banke,INSTITUTIONAL,,Not Stated,15 - 19,0.0
LUMBINI,Banke,INSTITUTIONAL,,Not Stated,20 - 24,0.0
LUMBINI,Banke,INSTITUTIONAL,,Not Stated,25 - 29,0.0
LUMBINI,Banke,INSTITUTIONAL,,Not Stated,30 - 34,0.0
LUMBINI,Banke,INSTITUTIONAL,,Not Stated,35 - 39,0.0
LUMBINI,Banke,INSTITUTIONAL,,Not Stated,40 - 44,0.0
LUMBINI,Banke,INSTITUTIONAL,,Not Stated,45 - 49,0.0
LUMBINI,Bardiya,,,Total,Total No. of children born alive in last 12 months,90479.0
LUMBINI,Bardiya,,,Total,15 - 19,1243.0
LUMBINI,Bardiya,,,Total,20 - 24,8797.0
LUMBINI,Bardiya,,,Total,25 - 29,15507.0
LUMBINI,Bardiya,,,Total,30 - 34,16610.0
LUMBINI,Bardiya,,,Total,35 - 39,18079.0
LUMBINI,Bardiya,,,Total,40 - 44,15977.0
LUMBINI,Bardiya,,,Total,45 - 49,14266.0
LUMBINI,Bardiya,,,Student,Total No. of children born alive in last 12 months,616.0
LUMBINI,Bardiya,,,Student,15 - 19,80.0
LUMBINI,Bardiya,,,Student,20 - 24,302.0
LUMBINI,Bardiya,,,Student,25 - 29,135.0
LUMBINI,Bardiya,,,Student,30 - 34,46.0
LUMBINI,Bardiya,,,Student,35 - 39,36.0
LUMBINI,Bardiya,,,Student,40 - 44,5.0
LUMBINI,Bardiya,,,Student,45 - 49,12.0
LUMBINI,Bardiya,,,Household chores,Total No. of children born alive in last 12 months,59655.0
LUMBINI,Bardiya,,,Household chores,15 - 19,666.0
LUMBINI,Bardiya,,,Household chores,20 - 24,5028.0
LUMBINI,Bardiya,,,Household chores,25 - 29,9807.0
LUMBINI,Bardiya,,,Household chores,30 - 34,10980.0
LUMBINI,Bardiya,,,Household chores,35 - 39,12461.0
LUMBINI,Bardiya,,,Household chores,40 - 44,11179.0
LUMBINI,Bardiya,,,Household chores,45 - 49,9534.0
LUMBINI,Bardiya,,,Family care,Total No. of children born alive in last 12 months,13479.0
LUMBINI,Bardiya,,,Family care,15 - 19,273.0
LUMBINI,Bardiya,,,Family care,20 - 24,1750.0
LUMBINI,Bardiya,,,Family care,25 - 29,2828.0
LUMBINI,Bardiya,,,Family care,30 - 34,2619.0
LUMBINI,Bardiya,,,Family care,35 - 39,2232.0
LUMBINI,Bardiya,,,Family care,40 - 44,1948.0
LUMBINI,Bardiya,,,Family care,45 - 49,1829.0
LUMBINI,Bardiya,,,Disable/sickness,Total No. of children born alive in last 12 months,1257.0
LUMBINI,Bardiya,,,Disable/sickness,15 - 19,3.0
LUMBINI,Bardiya,,,Disable/sickness,20 - 24,46.0
LUMBINI,Bardiya,,,Disable/sickness,25 - 29,89.0
LUMBINI,Bardiya,,,Disable/sickness,30 - 34,157.0
LUMBINI,Bardiya,,,Disable/sickness,35 - 39,243.0
LUMBINI,Bardiya,,,Disable/sickness,40 - 44,326.0
LUMBINI,Bardiya,,,Disable/sickness,45 - 49,393.0
LUMBINI,Bardiya,,,Penson / income,Total No. of children born alive in last 12 months,181.0
LUMBINI,Bardiya,,,Penson / income,15 - 19,3.0
LUMBINI,Bardiya,,,Penson / income,20 - 24,13.0
LUMBINI,Bardiya,,,Penson / income,25 - 29,18.0
LUMBINI,Bardiya,,,Penson / income,30 - 34,28.0
LUMBINI,Bardiya,,,Penson / income,35 - 39,33.0
LUMBINI,Bardiya,,,Penson / income,40 - 44,30.0
LUMBINI,Bardiya,,,Penson / income,45 - 49,56.0
LUMBINI,Bardiya,,,Social work/volunteer,Total No. of children born alive in last 12 months,113.0
LUMBINI,Bardiya,,,Social work/volunteer,15 - 19,1.0
LUMBINI,Bardiya,,,Social work/volunteer,20 - 24,5.0
LUMBINI,Bardiya,,,Social work/volunteer,25 - 29,9.0
LUMBINI,Bardiya,,,Social work/volunteer,30 - 34,28.0
LUMBINI,Bardiya,,,Social work/volunteer,35 - 39,23.0
LUMBINI,Bardiya,,,Social work/volunteer,40 - 44,20.0
LUMBINI,Bardiya,,,Social work/volunteer,45 - 49,27.0
LUMBINI,Bardiya,,,Other,Total No. of children born alive in last 12 months,14411.0
LUMBINI,Bardiya,,,Other,15 - 19,213.0
LUMBINI,Bardiya,,,Other,20 - 24,1583.0
LUMBINI,Bardiya,,,Other,25 - 29,2511.0
LUMBINI,Bardiya,,,Other,30 - 34,2613.0
LUMBINI,Bardiya,,,Other,35 - 39,2863.0
LUMBINI,Bardiya,,,Other,40 - 44,2328.0
LUMBINI,Bardiya,,,Other,45 - 49,2300.0
LUMBINI,Bardiya,,,Not Stated,Total No. of children born alive in last 12 months,767.0
LUMBINI,Bardiya,,,Not Stated,15 - 19,4.0
LUMBINI,Bardiya,,,Not Stated,20 - 24,70.0
LUMBINI,Bardiya,,,Not Stated,25 - 29,110.0
LUMBINI,Bardiya,,,Not Stated,30 - 34,139.0
LUMBINI,Bardiya,,,Not Stated,35 - 39,188.0
LUMBINI,Bardiya,,,Not Stated,40 - 44,141.0
LUMBINI,Bardiya,,,Not Stated,45 - 49,115.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Total,Total No. of children born alive in last 12 months,12583.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Total,15 - 19,226.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Total,20 - 24,1438.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Total,25 - 29,2158.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Total,30 - 34,2157.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Total,35 - 39,2285.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Total,40 - 44,2279.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Total,45 - 49,2040.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Student,Total No. of children born alive in last 12 months,110.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Student,15 - 19,17.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Student,20 - 24,63.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Student,25 - 29,22.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Student,30 - 34,8.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Student,35 - 39,0.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Student,40 - 44,0.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Student,45 - 49,0.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Household chores,Total No. of children born alive in last 12 months,8393.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Household chores,15 - 19,115.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Household chores,20 - 24,789.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Household chores,25 - 29,1286.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Household chores,30 - 34,1401.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Household chores,35 - 39,1641.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Household chores,40 - 44,1692.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Household chores,45 - 49,1469.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Family care,Total No. of children born alive in last 12 months,2289.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Family care,15 - 19,59.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Family care,20 - 24,378.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Family care,25 - 29,542.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Family care,30 - 34,483.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Family care,35 - 39,307.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Family care,40 - 44,285.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Family care,45 - 49,235.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Disable/sickness,Total No. of children born alive in last 12 months,230.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Disable/sickness,15 - 19,0.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Disable/sickness,20 - 24,9.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Disable/sickness,25 - 29,18.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Disable/sickness,30 - 34,24.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Disable/sickness,35 - 39,28.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Disable/sickness,40 - 44,76.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Disable/sickness,45 - 49,75.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Penson / income,Total No. of children born alive in last 12 months,18.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Penson / income,15 - 19,2.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Penson / income,20 - 24,1.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Penson / income,25 - 29,3.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Penson / income,30 - 34,3.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Penson / income,35 - 39,1.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Penson / income,40 - 44,2.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Penson / income,45 - 49,6.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Social work/volunteer,Total No. of children born alive in last 12 months,12.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Social work/volunteer,15 - 19,0.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Social work/volunteer,20 - 24,1.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Social work/volunteer,25 - 29,0.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Social work/volunteer,30 - 34,4.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Social work/volunteer,35 - 39,5.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Social work/volunteer,40 - 44,2.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Social work/volunteer,45 - 49,0.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Other,Total No. of children born alive in last 12 months,1456.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Other,15 - 19,32.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Other,20 - 24,189.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Other,25 - 29,272.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Other,30 - 34,220.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Other,35 - 39,283.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Other,40 - 44,220.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Other,45 - 49,240.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Not Stated,Total No. of children born alive in last 12 months,75.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Not Stated,15 - 19,1.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Not Stated,20 - 24,8.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Not Stated,25 - 29,15.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Not Stated,30 - 34,14.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Not Stated,35 - 39,20.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Not Stated,40 - 44,2.0
LUMBINI,Bardiya,Bansgadhi Municipality,,Not Stated,45 - 49,15.0
LUMBINI,Bardiya,Barbardiya Municipality,,Total,Total No. of children born alive in last 12 months,13218.0
LUMBINI,Bardiya,Barbardiya Municipality,,Total,15 - 19,239.0
LUMBINI,Bardiya,Barbardiya Municipality,,Total,20 - 24,1311.0
LUMBINI,Bardiya,Barbardiya Municipality,,Total,25 - 29,2345.0
LUMBINI,Bardiya,Barbardiya Municipality,,Total,30 - 34,2358.0
LUMBINI,Bardiya,Barbardiya Municipality,,Total,35 - 39,2507.0
LUMBINI,Bardiya,Barbardiya Municipality,,Total,40 - 44,2357.0
LUMBINI,Bardiya,Barbardiya Municipality,,Total,45 - 49,2101.0
LUMBINI,Bardiya,Barbardiya Municipality,,Student,Total No. of children born alive in last 12 months,102.0
LUMBINI,Bardiya,Barbardiya Municipality,,Student,15 - 19,10.0
LUMBINI,Bardiya,Barbardiya Municipality,,Student,20 - 24,41.0
LUMBINI,Bardiya,Barbardiya Municipality,,Student,25 - 29,26.0
LUMBINI,Bardiya,Barbardiya Municipality,,Student,30 - 34,11.0
LUMBINI,Bardiya,Barbardiya Municipality,,Student,35 - 39,12.0
LUMBINI,Bardiya,Barbardiya Municipality,,Student,40 - 44,0.0
LUMBINI,Bardiya,Barbardiya Municipality,,Student,45 - 49,2.0
LUMBINI,Bardiya,Barbardiya Municipality,,Household chores,Total No. of children born alive in last 12 months,9648.0
LUMBINI,Bardiya,Barbardiya Municipality,,Household chores,15 - 19,122.0
LUMBINI,Bardiya,Barbardiya Municipality,,Household chores,20 - 24,784.0
LUMBINI,Bardiya,Barbardiya Municipality,,Household chores,25 - 29,1641.0
LUMBINI,Bardiya,Barbardiya Municipality,,Household chores,30 - 34,1747.0
LUMBINI,Bardiya,Barbardiya Municipality,,Household chores,35 - 39,1999.0
LUMBINI,Bardiya,Barbardiya Municipality,,Household chores,40 - 44,1779.0
LUMBINI,Bardiya,Barbardiya Municipality,,Household chores,45 - 49,1576.0
LUMBINI,Bardiya,Barbardiya Municipality,,Family care,Total No. of children born alive in last 12 months,1860.0
LUMBINI,Bardiya,Barbardiya Municipality,,Family care,15 - 19,69.0
LUMBINI,Bardiya,Barbardiya Municipality,,Family care,20 - 24,275.0
LUMBINI,Bardiya,Barbardiya Municipality,,Family care,25 - 29,422.0
LUMBINI,Bardiya,Barbardiya Municipality,,Family care,30 - 34,339.0
LUMBINI,Bardiya,Barbardiya Municipality,,Family care,35 - 39,226.0
LUMBINI,Bardiya,Barbardiya Municipality,,Family care,40 - 44,267.0
LUMBINI,Bardiya,Barbardiya Municipality,,Family care,45 - 49,262.0
LUMBINI,Bardiya,Barbardiya Municipality,,Disable/sickness,Total No. of children born alive in last 12 months,207.0
