Area (level 1),Area (level 2),Area (level 3),Age group in years,Indicator,Value
KOSHI,Taplejung,Maiwakhola Gaunpalika,60-64 Yrs.,Population - Male,192
KOSHI,Taplejung,Maiwakhola Gaunpalika,60-64 Yrs.,Population - Female,188
KOSHI,Taplejung,Maiwakhola Gaunpalika,65-69 Yrs.,Population - Total,243
KOSHI,Taplejung,Maiwakhola Gaunpalika,65-69 Yrs.,Population - Male,116
KOSHI,Taplejung,Maiwakhola Gaunpalika,65-69 Yrs.,Population - Female,127
KOSHI,Taplejung,Maiwakhola Gaunpalika,70-74 Yrs.,Population - Total,207
KOSHI,Taplejung,Maiwakhola Gaunpalika,70-74 Yrs.,Population - Male,104
KOSHI,Taplejung,Maiwakhola Gaunpalika,70-74 Yrs.,Population - Female,103
KOSHI,Taplejung,Maiwakhola Gaunpalika,75-79 Yrs.,Population - Total,136
KOSHI,Taplejung,Maiwakhola Gaunpalika,75-79 Yrs.,Population - Male,73
KOSHI,Taplejung,Maiwakhola Gaunpalika,75-79 Yrs.,Population - Female,63
KOSHI,Taplejung,Maiwakhola Gaunpalika,80-84 Yrs.,Population - Total,56
KOSHI,Taplejung,Maiwakhola Gaunpalika,80-84 Yrs.,Population - Male,31
KOSHI,Taplejung,Maiwakhola Gaunpalika,80-84 Yrs.,Population - Female,25
KOSHI,Taplejung,Maiwakhola Gaunpalika,85-89 Yrs.,Population - Total,41
KOSHI,Taplejung,Maiwakhola Gaunpalika,85-89 Yrs.,Population - Male,23
KOSHI,Taplejung,Maiwakhola Gaunpalika,85-89 Yrs.,Population - Female,18
KOSHI,Taplejung,Maiwakhola Gaunpalika,90-94 Yrs.,Population - Total,6
KOSHI,Taplejung,Maiwakhola Gaunpalika,90-94 Yrs.,Population - Male,4
KOSHI,Taplejung,Maiwakhola Gaunpalika,90-94 Yrs.,Population - Female,2
KOSHI,Taplejung,Maiwakhola Gaunpalika,95+ Yrs.,Population - Total,0
KOSHI,Taplejung,Maiwakhola Gaunpalika,95+ Yrs.,Population - Male,0
KOSHI,Taplejung,Maiwakhola Gaunpalika,95+ Yrs.,Population - Female,0
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,All Ages,Population - Total,12296
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,All Ages,Population - Male,6066
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,All Ages,Population - Female,6230
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,00-04 Yrs.,Population - Total,1101
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,00-04 Yrs.,Population - Male,570
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,00-04 Yrs.,Population - Female,531
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,05-09 Yrs.,Population - Total,1105
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,05-09 Yrs.,Population - Male,542
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,05-09 Yrs.,Population - Female,563
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,10-14 Yrs.,Population - Total,1207
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,10-14 Yrs.,Population - Male,600
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,10-14 Yrs.,Population - Female,607
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,15-19 Yrs.,Population - Total,1350
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,15-19 Yrs.,Population - Male,664
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,15-19 Yrs.,Population - Female,686
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,20-24 Yrs.,Population - Total,1163
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,20-24 Yrs.,Population - Male,556
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,20-24 Yrs.,Population - Female,607
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,25-29 Yrs.,Population - Total,987
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,25-29 Yrs.,Population - Male,492
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,25-29 Yrs.,Population - Female,495
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,30-34 Yrs.,Population - Total,772
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,30-34 Yrs.,Population - Male,401
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,30-34 Yrs.,Population - Female,371
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,35-39 Yrs.,Population - Total,671
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,35-39 Yrs.,Population - Male,329
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,35-39 Yrs.,Population - Female,342
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,40-44 Yrs.,Population - Total,674
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,40-44 Yrs.,Population - Male,326
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,40-44 Yrs.,Population - Female,348
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,45-49 Yrs.,Population - Total,576
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,45-49 Yrs.,Population - Male,283
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,45-49 Yrs.,Population - Female,293
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,50-54 Yrs.,Population - Total,688
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,50-54 Yrs.,Population - Male,329
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,50-54 Yrs.,Population - Female,359
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,55-59 Yrs.,Population - Total,576
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,55-59 Yrs.,Population - Male,269
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,55-59 Yrs.,Population - Female,307
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,60-64 Yrs.,Population - Total,508
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,60-64 Yrs.,Population - Male,267
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,60-64 Yrs.,Population - Female,241
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,65-69 Yrs.,Population - Total,360
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,65-69 Yrs.,Population - Male,176
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,65-69 Yrs.,Population - Female,184
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,70-74 Yrs.,Population - Total,261
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,70-74 Yrs.,Population - Male,133
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,70-74 Yrs.,Population - Female,128
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,75-79 Yrs.,Population - Total,142
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,75-79 Yrs.,Population - Male,64
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,75-79 Yrs.,Population - Female,78
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,80-84 Yrs.,Population - Total,96
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,80-84 Yrs.,Population - Male,40
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,80-84 Yrs.,Population - Female,56
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,85-89 Yrs.,Population - Total,41
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,85-89 Yrs.,Population - Male,15
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,85-89 Yrs.,Population - Female,26
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,90-94 Yrs.,Population - Total,14
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,90-94 Yrs.,Population - Male,8
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,90-94 Yrs.,Population - Female,6
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,95+ Yrs.,Population - Total,4
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,95+ Yrs.,Population - Male,2
KOSHI,Taplejung,Aatharai Tribeni Gaunpalika,95+ Yrs.,Population - Female,2
KOSHI,Taplejung,Phungling Municipality,All Ages,Population - Total,28449
KOSHI,Taplejung,Phungling Municipality,All Ages,Population - Male,13981
KOSHI,Taplejung,Phungling Municipality,All Ages,Population - Female,14468
KOSHI,Taplejung,Phungling Municipality,00-04 Yrs.,Population - Total,2337
KOSHI,Taplejung,Phungling Municipality,00-04 Yrs.,Population - Male,1242
KOSHI,Taplejung,Phungling Municipality,00-04 Yrs.,Population - Female,1095
KOSHI,Taplejung,Phungling Municipality,05-09 Yrs.,Population - Total,2943
KOSHI,Taplejung,Phungling Municipality,05-09 Yrs.,Population - Male,1523
KOSHI,Taplejung,Phungling Municipality,05-09 Yrs.,Population - Female,1420
KOSHI,Taplejung,Phungling Municipality,10-14 Yrs.,Population - Total,2654
KOSHI,Taplejung,Phungling Municipality,10-14 Yrs.,Population - Male,1314
KOSHI,Taplejung,Phungling Municipality,10-14 Yrs.,Population - Female,1340
KOSHI,Taplejung,Phungling Municipality,15-19 Yrs.,Population - Total,2969
KOSHI,Taplejung,Phungling Municipality,15-19 Yrs.,Population - Male,1480
KOSHI,Taplejung,Phungling Municipality,15-19 Yrs.,Population - Female,1489
KOSHI,Taplejung,Phungling Municipality,20-24 Yrs.,Population - Total,2709
KOSHI,Taplejung,Phungling Municipality,20-24 Yrs.,Population - Male,1261
KOSHI,Taplejung,Phungling Municipality,20-24 Yrs.,Population - Female,1448
KOSHI,Taplejung,Phungling Municipality,25-29 Yrs.,Population - Total,2524
KOSHI,Taplejung,Phungling Municipality,25-29 Yrs.,Population - Male,1180
KOSHI,Taplejung,Phungling Municipality,25-29 Yrs.,Population - Female,1344
KOSHI,Taplejung,Phungling Municipality,30-34 Yrs.,Population - Total,2227
KOSHI,Taplejung,Phungling Municipality,30-34 Yrs.,Population - Male,1042
KOSHI,Taplejung,Phungling Municipality,30-34 Yrs.,Population - Female,1185
KOSHI,Taplejung,Phungling Municipality,35-39 Yrs.,Population - Total,1924
KOSHI,Taplejung,Phungling Municipality,35-39 Yrs.,Population - Male,927
KOSHI,Taplejung,Phungling Municipality,35-39 Yrs.,Population - Female,997
KOSHI,Taplejung,Phungling Municipality,40-44 Yrs.,Population - Total,1665
KOSHI,Taplejung,Phungling Municipality,40-44 Yrs.,Population - Male,800
KOSHI,Taplejung,Phungling Municipality,40-44 Yrs.,Population - Female,865
KOSHI,Taplejung,Phungling Municipality,45-49 Yrs.,Population - Total,1313
KOSHI,Taplejung,Phungling Municipality,45-49 Yrs.,Population - Male,638
KOSHI,Taplejung,Phungling Municipality,45-49 Yrs.,Population - Female,675
KOSHI,Taplejung,Phungling Municipality,50-54 Yrs.,Population - Total,1408
KOSHI,Taplejung,Phungling Municipality,50-54 Yrs.,Population - Male,726
KOSHI,Taplejung,Phungling Municipality,50-54 Yrs.,Population - Female,682
KOSHI,Taplejung,Phungling Municipality,55-59 Yrs.,Population - Total,1033
KOSHI,Taplejung,Phungling Municipality,55-59 Yrs.,Population - Male,498
KOSHI,Taplejung,Phungling Municipality,55-59 Yrs.,Population - Female,535
KOSHI,Taplejung,Phungling Municipality,60-64 Yrs.,Population - Total,923
KOSHI,Taplejung,Phungling Municipality,60-64 Yrs.,Population - Male,477
KOSHI,Taplejung,Phungling Municipality,60-64 Yrs.,Population - Female,446
KOSHI,Taplejung,Phungling Municipality,65-69 Yrs.,Population - Total,698
KOSHI,Taplejung,Phungling Municipality,65-69 Yrs.,Population - Male,336
KOSHI,Taplejung,Phungling Municipality,65-69 Yrs.,Population - Female,362
KOSHI,Taplejung,Phungling Municipality,70-74 Yrs.,Population - Total,501
KOSHI,Taplejung,Phungling Municipality,70-74 Yrs.,Population - Male,241
KOSHI,Taplejung,Phungling Municipality,70-74 Yrs.,Population - Female,260
KOSHI,Taplejung,Phungling Municipality,75-79 Yrs.,Population - Total,293
KOSHI,Taplejung,Phungling Municipality,75-79 Yrs.,Population - Male,136
KOSHI,Taplejung,Phungling Municipality,75-79 Yrs.,Population - Female,157
KOSHI,Taplejung,Phungling Municipality,80-84 Yrs.,Population - Total,188
KOSHI,Taplejung,Phungling Municipality,80-84 Yrs.,Population - Male,98
KOSHI,Taplejung,Phungling Municipality,80-84 Yrs.,Population - Female,90
KOSHI,Taplejung,Phungling Municipality,85-89 Yrs.,Population - Total,92
KOSHI,Taplejung,Phungling Municipality,85-89 Yrs.,Population - Male,45
KOSHI,Taplejung,Phungling Municipality,85-89 Yrs.,Population - Female,47
KOSHI,Taplejung,Phungling Municipality,90-94 Yrs.,Population - Total,39
KOSHI,Taplejung,Phungling Municipality,90-94 Yrs.,Population - Male,14
KOSHI,Taplejung,Phungling Municipality,90-94 Yrs.,Population - Female,25
KOSHI,Taplejung,Phungling Municipality,95+ Yrs.,Population - Total,9
KOSHI,Taplejung,Phungling Municipality,95+ Yrs.,Population - Male,3
KOSHI,Taplejung,Phungling Municipality,95+ Yrs.,Population - Female,6
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,All Ages,Population - Total,11806
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,All Ages,Population - Male,5858
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,All Ages,Population - Female,5948
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,00-04 Yrs.,Population - Total,997
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,00-04 Yrs.,Population - Male,496
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,00-04 Yrs.,Population - Female,501
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,05-09 Yrs.,Population - Total,1063
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,05-09 Yrs.,Population - Male,533
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,05-09 Yrs.,Population - Female,530
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,10-14 Yrs.,Population - Total,1028
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,10-14 Yrs.,Population - Male,513
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,10-14 Yrs.,Population - Female,515
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,15-19 Yrs.,Population - Total,1251
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,15-19 Yrs.,Population - Male,592
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,15-19 Yrs.,Population - Female,659
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,20-24 Yrs.,Population - Total,1128
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,20-24 Yrs.,Population - Male,556
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,20-24 Yrs.,Population - Female,572
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,25-29 Yrs.,Population - Total,1053
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,25-29 Yrs.,Population - Male,549
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,25-29 Yrs.,Population - Female,504
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,30-34 Yrs.,Population - Total,820
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,30-34 Yrs.,Population - Male,416
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,30-34 Yrs.,Population - Female,404
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,35-39 Yrs.,Population - Total,665
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,35-39 Yrs.,Population - Male,327
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,35-39 Yrs.,Population - Female,338
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,40-44 Yrs.,Population - Total,612
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,40-44 Yrs.,Population - Male,279
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,40-44 Yrs.,Population - Female,333
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,45-49 Yrs.,Population - Total,526
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,45-49 Yrs.,Population - Male,242
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,45-49 Yrs.,Population - Female,284
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,50-54 Yrs.,Population - Total,632
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,50-54 Yrs.,Population - Male,317
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,50-54 Yrs.,Population - Female,315
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,55-59 Yrs.,Population - Total,511
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,55-59 Yrs.,Population - Male,254
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,55-59 Yrs.,Population - Female,257
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,60-64 Yrs.,Population - Total,514
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,60-64 Yrs.,Population - Male,284
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,60-64 Yrs.,Population - Female,230
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,65-69 Yrs.,Population - Total,389
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,65-69 Yrs.,Population - Male,183
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,65-69 Yrs.,Population - Female,206
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,70-74 Yrs.,Population - Total,292
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,70-74 Yrs.,Population - Male,150
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,70-74 Yrs.,Population - Female,142
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,75-79 Yrs.,Population - Total,177
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,75-79 Yrs.,Population - Male,90
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,75-79 Yrs.,Population - Female,87
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,80-84 Yrs.,Population - Total,95
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,80-84 Yrs.,Population - Male,45
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,80-84 Yrs.,Population - Female,50
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,85-89 Yrs.,Population - Total,40
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,85-89 Yrs.,Population - Male,22
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,85-89 Yrs.,Population - Female,18
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,90-94 Yrs.,Population - Total,8
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,90-94 Yrs.,Population - Male,5
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,90-94 Yrs.,Population - Female,3
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,95+ Yrs.,Population - Total,5
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,95+ Yrs.,Population - Male,5
KOSHI,Taplejung,Pathivara Yangwarak Gaunpalika,95+ Yrs.,Population - Female,0
KOSHI,Taplejung,Sirijanga Gaunpalika,All Ages,Population - Total,14114
KOSHI,Taplejung,Sirijanga Gaunpalika,All Ages,Population - Male,7175
KOSHI,Taplejung,Sirijanga Gaunpalika,All Ages,Population - Female,6939
KOSHI,Taplejung,Sirijanga Gaunpalika,00-04 Yrs.,Population - Total,1145
KOSHI,Taplejung,Sirijanga Gaunpalika,00-04 Yrs.,Population - Male,579
KOSHI,Taplejung,Sirijanga Gaunpalika,00-04 Yrs.,Population - Female,566
KOSHI,Taplejung,Sirijanga Gaunpalika,05-09 Yrs.,Population - Total,1365
KOSHI,Taplejung,Sirijanga Gaunpalika,05-09 Yrs.,Population - Male,656
KOSHI,Taplejung,Sirijanga Gaunpalika,05-09 Yrs.,Population - Female,709
KOSHI,Taplejung,Sirijanga Gaunpalika,10-14 Yrs.,Population - Total,1354
KOSHI,Taplejung,Sirijanga Gaunpalika,10-14 Yrs.,Population - Male,677
KOSHI,Taplejung,Sirijanga Gaunpalika,10-14 Yrs.,Population - Female,677
KOSHI,Taplejung,Sirijanga Gaunpalika,15-19 Yrs.,Population - Total,1500
KOSHI,Taplejung,Sirijanga Gaunpalika,15-19 Yrs.,Population - Male,802
KOSHI,Taplejung,Sirijanga Gaunpalika,15-19 Yrs.,Population - Female,698
KOSHI,Taplejung,Sirijanga Gaunpalika,20-24 Yrs.,Population - Total,1317
KOSHI,Taplejung,Sirijanga Gaunpalika,20-24 Yrs.,Population - Male,668
KOSHI,Taplejung,Sirijanga Gaunpalika,20-24 Yrs.,Population - Female,649
KOSHI,Taplejung,Sirijanga Gaunpalika,25-29 Yrs.,Population - Total,1165
KOSHI,Taplejung,Sirijanga Gaunpalika,25-29 Yrs.,Population - Male,603
KOSHI,Taplejung,Sirijanga Gaunpalika,25-29 Yrs.,Population - Female,562
KOSHI,Taplejung,Sirijanga Gaunpalika,30-34 Yrs.,Population - Total,921
KOSHI,Taplejung,Sirijanga Gaunpalika,30-34 Yrs.,Population - Male,472
KOSHI,Taplejung,Sirijanga Gaunpalika,30-34 Yrs.,Population - Female,449
KOSHI,Taplejung,Sirijanga Gaunpalika,35-39 Yrs.,Population - Total,855
KOSHI,Taplejung,Sirijanga Gaunpalika,35-39 Yrs.,Population - Male,420
KOSHI,Taplejung,Sirijanga Gaunpalika,35-39 Yrs.,Population - Female,435
KOSHI,Taplejung,Sirijanga Gaunpalika,40-44 Yrs.,Population - Total,816
KOSHI,Taplejung,Sirijanga Gaunpalika,40-44 Yrs.,Population - Male,439
KOSHI,Taplejung,Sirijanga Gaunpalika,40-44 Yrs.,Population - Female,377
KOSHI,Taplejung,Sirijanga Gaunpalika,45-49 Yrs.,Population - Total,696
KOSHI,Taplejung,Sirijanga Gaunpalika,45-49 Yrs.,Population - Male,309
KOSHI,Taplejung,Sirijanga Gaunpalika,45-49 Yrs.,Population - Female,387
KOSHI,Taplejung,Sirijanga Gaunpalika,50-54 Yrs.,Population - Total,769
KOSHI,Taplejung,Sirijanga Gaunpalika,50-54 Yrs.,Population - Male,411
KOSHI,Taplejung,Sirijanga Gaunpalika,50-54 Yrs.,Population - Female,358
KOSHI,Taplejung,Sirijanga Gaunpalika,55-59 Yrs.,Population - Total,603
KOSHI,Taplejung,Sirijanga Gaunpalika,55-59 Yrs.,Population - Male,298
KOSHI,Taplejung,Sirijanga Gaunpalika,55-59 Yrs.,Population - Female,305
KOSHI,Taplejung,Sirijanga Gaunpalika,60-64 Yrs.,Population - Total,558
KOSHI,Taplejung,Sirijanga Gaunpalika,60-64 Yrs.,Population - Male,312
KOSHI,Taplejung,Sirijanga Gaunpalika,60-64 Yrs.,Population - Female,246
KOSHI,Taplejung,Sirijanga Gaunpalika,65-69 Yrs.,Population - Total,396
KOSHI,Taplejung,Sirijanga Gaunpalika,65-69 Yrs.,Population - Male,209
KOSHI,Taplejung,Sirijanga Gaunpalika,65-69 Yrs.,Population - Female,187
KOSHI,Taplejung,Sirijanga Gaunpalika,70-74 Yrs.,Population - Total,288
KOSHI,Taplejung,Sirijanga Gaunpalika,70-74 Yrs.,Population - Male,142
KOSHI,Taplejung,Sirijanga Gaunpalika,70-74 Yrs.,Population - Female,146
KOSHI,Taplejung,Sirijanga Gaunpalika,75-79 Yrs.,Population - Total,191
KOSHI,Taplejung,Sirijanga Gaunpalika,75-79 Yrs.,Population - Male,92
KOSHI,Taplejung,Sirijanga Gaunpalika,75-79 Yrs.,Population - Female,99
KOSHI,Taplejung,Sirijanga Gaunpalika,80-84 Yrs.,Population - Total,110
KOSHI,Taplejung,Sirijanga Gaunpalika,80-84 Yrs.,Population - Male,60
KOSHI,Taplejung,Sirijanga Gaunpalika,80-84 Yrs.,Population - Female,50
KOSHI,Taplejung,Sirijanga Gaunpalika,85-89 Yrs.,Population - Total,40
KOSHI,Taplejung,Sirijanga Gaunpalika,85-89 Yrs.,Population - Male,14
KOSHI,Taplejung,Sirijanga Gaunpalika,85-89 Yrs.,Population - Female,26
KOSHI,Taplejung,Sirijanga Gaunpalika,90-94 Yrs.,Population - Total,19
KOSHI,Taplejung,Sirijanga Gaunpalika,90-94 Yrs.,Population - Male,8
KOSHI,Taplejung,Sirijanga Gaunpalika,90-94 Yrs.,Population - Female,11
KOSHI,Taplejung,Sirijanga Gaunpalika,95+ Yrs.,Population - Total,6
KOSHI,Taplejung,Sirijanga Gaunpalika,95+ Yrs.,Population - Male,4
KOSHI,Taplejung,Sirijanga Gaunpalika,95+ Yrs.,Population - Female,2
KOSHI,Taplejung,Sidingba Gaunpalika,All Ages,Population - Total,10979
KOSHI,Taplejung,Sidingba Gaunpalika,All Ages,Population - Male,5531
KOSHI,Taplejung,Sidingba Gaunpalika,All Ages,Population - Female,5448
KOSHI,Taplejung,Sidingba Gaunpalika,00-04 Yrs.,Population - Total,929
KOSHI,Taplejung,Sidingba Gaunpalika,00-04 Yrs.,Population - Male,452
KOSHI,Taplejung,Sidingba Gaunpalika,00-04 Yrs.,Population - Female,477
KOSHI,Taplejung,Sidingba Gaunpalika,05-09 Yrs.,Population - Total,953
KOSHI,Taplejung,Sidingba Gaunpalika,05-09 Yrs.,Population - Male,486
KOSHI,Taplejung,Sidingba Gaunpalika,05-09 Yrs.,Population - Female,467
KOSHI,Taplejung,Sidingba Gaunpalika,10-14 Yrs.,Population - Total,1076
KOSHI,Taplejung,Sidingba Gaunpalika,10-14 Yrs.,Population - Male,544
KOSHI,Taplejung,Sidingba Gaunpalika,10-14 Yrs.,Population - Female,532
KOSHI,Taplejung,Sidingba Gaunpalika,15-19 Yrs.,Population - Total,1249
KOSHI,Taplejung,Sidingba Gaunpalika,15-19 Yrs.,Population - Male,631
KOSHI,Taplejung,Sidingba Gaunpalika,15-19 Yrs.,Population - Female,618
KOSHI,Taplejung,Sidingba Gaunpalika,20-24 Yrs.,Population - Total,1073
KOSHI,Taplejung,Sidingba Gaunpalika,20-24 Yrs.,Population - Male,543
KOSHI,Taplejung,Sidingba Gaunpalika,20-24 Yrs.,Population - Female,530
KOSHI,Taplejung,Sidingba Gaunpalika,25-29 Yrs.,Population - Total,928
KOSHI,Taplejung,Sidingba Gaunpalika,25-29 Yrs.,Population - Male,479
KOSHI,Taplejung,Sidingba Gaunpalika,25-29 Yrs.,Population - Female,449
KOSHI,Taplejung,Sidingba Gaunpalika,30-34 Yrs.,Population - Total,729
KOSHI,Taplejung,Sidingba Gaunpalika,30-34 Yrs.,Population - Male,374
KOSHI,Taplejung,Sidingba Gaunpalika,30-34 Yrs.,Population - Female,355
KOSHI,Taplejung,Sidingba Gaunpalika,35-39 Yrs.,Population - Total,612
KOSHI,Taplejung,Sidingba Gaunpalika,35-39 Yrs.,Population - Male,295
